videoId,topicCategoryId
TBslKrgw1yg,22
TBslKrgw1yg,14
6bQChOnyRNM,22
6bQChOnyRNM,14
JG1TdfezJzo,22
JG1TdfezJzo,14
v7nprsWLq0A,22
2u3hC7g8zxo,22
2u3hC7g8zxo,14
ELWeP-vQ5Oo,22
mPCo9kRJTgU,22
rDazo8tkCPU,22
lmCMEddwe88,23
lmCMEddwe88,22
L2J_eNgjxio,25
L2J_eNgjxio,23
L2J_eNgjxio,22
1qyrPEec21w,0
1qyrPEec21w,22
BJOuR7zo9oE,23
BJOuR7zo9oE,22
F2tXw74fyxc,23
F2tXw74fyxc,22
AGvSpJi5-Y0,22
XrL-l9ldoYk,25
XrL-l9ldoYk,22
4dyL6QeaORM,22
4dyL6QeaORM,14
VGAnoFapsTU,23
VGAnoFapsTU,22
iFmOhR0zp2Q,22
grZg-BEhKMI,22
Ew9Aj7s6pjs,22
UDNAACIWELk,25
UDNAACIWELk,23
UDNAACIWELk,22
-tOd0rrissw,22
-tOd0rrissw,14
GZ8Ewiv0QZQ,22
fZ_LVPAKaUE,22
zFXIa0E5oEg,22
eSFDjkoFH98,22
EEXI6r08908,25
EEXI6r08908,23
EEXI6r08908,22
ZyZjDG1D7Fg,23
ZyZjDG1D7Fg,22
yO0lMy8pyzw,22
yO0lMy8pyzw,14
w57U4XzaVaE,22
hpobc0V2a0Q,22
7j70XKAaeSs,22
XcPmvp7myRM,22
4zT53LJk0EE,23
4zT53LJk0EE,22
5730F600GjM,22
q91nNc6tomI,22
faReSDQAO24,25
faReSDQAO24,23
faReSDQAO24,22
JtDDJ91pTsk,22
7uSTz4VVt9k,22
ia57yaRdaMg,22
fHV81iCiKSQ,22
fHV81iCiKSQ,14
EMIyt7ktDrU,0
EMIyt7ktDrU,22
U8HRiwkyYug,26
U8HRiwkyYug,22
inrDoJb4jwc,25
inrDoJb4jwc,3
inrDoJb4jwc,23
inrDoJb4jwc,22
x01DWLn4L-E,22
x01DWLn4L-E,14
qg7IzaUeBnw,23
qg7IzaUeBnw,22
H0axuzyN_1s,22
H0axuzyN_1s,14
J_jv15xgfEc,23
J_jv15xgfEc,22
j0yKLumIbaM,24
j0yKLumIbaM,22
42HPCQ-A-6s,22
oQT10M5AdAs,22
oQT10M5AdAs,14
yxW787ZXg_Q,22
yxW787ZXg_Q,14
zc3sPoqOFG8,23
zc3sPoqOFG8,22
f94CnlQ0eq4,23
f94CnlQ0eq4,22
4ZmcJNQCUsM,22
Dy--t_98PkU,22
owT7_qWPD-U,25
owT7_qWPD-U,23
owT7_qWPD-U,22
P1YP3Wn0qwk,23
P1YP3Wn0qwk,22
84RoiS-HiiM,25
84RoiS-HiiM,23
84RoiS-HiiM,22
JZ1VNUu2jpE,22
4buGMfT-qgs,23
4buGMfT-qgs,22
2HLF-46Das4,23
2HLF-46Das4,22
QQu49zZsZ80,22
QQu49zZsZ80,14
L_utWG3251Y,23
L_utWG3251Y,22
EGNunyDTI8w,22
UNv08gFT_A4,22
6mqbD5x8va0,22
34mQvW_QKz4,22
34mQvW_QKz4,4
o1u_RFz6DZA,22
BACq9vDy3XM,25
BACq9vDy3XM,23
BACq9vDy3XM,22
erizXy1T2dY,22
9hlBeV0IIoU,22
aF8ya3IXdWw,22
ribTjnwD0Uw,22
YwInDMm8_30,25
YwInDMm8_30,23
YwInDMm8_30,22
XbD52tc2Om8,7
XbD52tc2Om8,22
XSsIDbbqzdc,23
XSsIDbbqzdc,22
9fZQZ0Ubdlw,22
ibqj6xGdi3M,22
ibqj6xGdi3M,14
V4E8716KFgw,23
V4E8716KFgw,22
CwCKWjjBDtc,23
CwCKWjjBDtc,22
56ZNw83AHkU,23
56ZNw83AHkU,22
ieu80FDVwPs,0
ieu80FDVwPs,22
nMt3na3pRyQ,22
CP8f2BE1Pko,22
Dqm3TVK3Jgw,28
Dqm3TVK3Jgw,29
Dqm3TVK3Jgw,30
JGPk1fW7dS4,28
JGPk1fW7dS4,30
JGPk1fW7dS4,4
Fef22Bm8A9w,30
xdLXlB7HDO8,30
23LpptRvqGQ,28
23LpptRvqGQ,30
mTSBDoY9hfY,28
mTSBDoY9hfY,29
mTSBDoY9hfY,30
WDBIz0jfdnk,31
WDBIz0jfdnk,30
q-PAU9uWWCk,5
q-PAU9uWWCk,30
hY3bvqxoWBM,5
hY3bvqxoWBM,30
z-SmT2cpxxk,30
n_V5DvMgSlg,32
n_V5DvMgSlg,30
T11lcZfve5w,29
T11lcZfve5w,30
9Ii6dFW3UX0,29
9Ii6dFW3UX0,30
oPy5euoa-uU,30
SOi-qDRfQqE,29
SOi-qDRfQqE,30
PEMeeAJ5OQw,5
PEMeeAJ5OQw,30
6KL32XutHwE,30
nWlsF47PmKM,33
nWlsF47PmKM,30
zerSE7Ya80Q,29
zerSE7Ya80Q,30
rTZIkTHUjiU,5
rTZIkTHUjiU,30
pPHIj5ILaCQ,30
33LYgHSp6T4,29
33LYgHSp6T4,30
GHJKrYyww2E,29
GHJKrYyww2E,30
uN5leKZuxwA,33
uN5leKZuxwA,30
khQg4o99boI,28
khQg4o99boI,30
khQg4o99boI,4
xgJybkGvlTk,28
xgJybkGvlTk,29
xgJybkGvlTk,30
9F5zT10yWkw,5
9F5zT10yWkw,30
J_sPKIwAh_k,28
J_sPKIwAh_k,30
euPMgs1gQZQ,28
euPMgs1gQZQ,29
euPMgs1gQZQ,30
a4570TxfI8o,28
a4570TxfI8o,29
a4570TxfI8o,30
06uNW12b9kE,5
06uNW12b9kE,30
ZnFekEK74mg,28
ZnFekEK74mg,30
1oMnrxn4_KM,32
1oMnrxn4_KM,30
i9KgzLytPPE,30
3awZjzAYZVQ,28
3awZjzAYZVQ,29
3awZjzAYZVQ,30
4yuk0jRl79M,28
4yuk0jRl79M,30
ebO63crUB18,28
ebO63crUB18,30
_HdYbpAEAQI,28
_HdYbpAEAQI,30
E_fpUZsD4hU,30
7o3owQHqIX0,30
dRAnxZQ0ySQ,34
dRAnxZQ0ySQ,30
z7Bsb1ZlTk0,28
z7Bsb1ZlTk0,1
z7Bsb1ZlTk0,30
2j_7EZsiK08,5
2j_7EZsiK08,30
Oaq6Dq2Gg3E,5
Oaq6Dq2Gg3E,30
lNZ3AFM7FW8,30
h13fRu8RA4g,5
h13fRu8RA4g,30
6UM-spG_Pog,5
6UM-spG_Pog,30
7UxKKR6OjG8,29
7UxKKR6OjG8,30
ywQ-JC480O8,5
ywQ-JC480O8,30
74fHRIAPGDA,30
x4aFly_Uduk,33
x4aFly_Uduk,34
x4aFly_Uduk,30
mmjbmhhZhpA,30
PKqc1rsdIsg,9
PKqc1rsdIsg,30
8fFikgJSIEk,35
8fFikgJSIEk,30
jZT8UjGxRTo,28
jZT8UjGxRTo,30
-bapuRjlDFI,28
-bapuRjlDFI,30
VMhi3VLFIy0,28
VMhi3VLFIy0,29
VMhi3VLFIy0,30
c37T0V9rpFY,5
c37T0V9rpFY,30
c37T0V9rpFY,20
3B_9PrP04Vo,32
3B_9PrP04Vo,30
LB4QkmTaqkw,28
LB4QkmTaqkw,30
rgG9ydZARrk,30
hLuI7AQoA74,36
hLuI7AQoA74,18
hLuI7AQoA74,30
fCifWm7er0w,30
stAHAlAxSyc,5
stAHAlAxSyc,30
XiK5naBCSck,28
XiK5naBCSck,30
4uT5frZwAGg,5
4uT5frZwAGg,30
gcjMBFENTMw,29
gcjMBFENTMw,30
PhTvKP1OQDk,29
PhTvKP1OQDk,30
fxuYOrH6T20,5
fxuYOrH6T20,30
epBB-2kHMxA,29
epBB-2kHMxA,30
8X-5I0CIBuE,34
8X-5I0CIBuE,30
c1hUSWeaeTs,5
c1hUSWeaeTs,30
DBRpd09yLuM,29
DBRpd09yLuM,30
hK8dELgg4ck,32
hK8dELgg4ck,30
IYAlJ0QiklI,29
IYAlJ0QiklI,30
ylNtPbGWKoI,29
ylNtPbGWKoI,30
UZ2vVECKPQA,32
UZ2vVECKPQA,30
e_UIAf9S1lc,33
e_UIAf9S1lc,34
e_UIAf9S1lc,30
A1iFBWYn3J4,9
A1iFBWYn3J4,30
da1uf4ZLoEM,33
da1uf4ZLoEM,34
da1uf4ZLoEM,30
g5sKZjhuZSc,30
1xPIsGio_cE,30
st2jUZXU0lM,28
st2jUZXU0lM,30
T2pWhsNp9a0,30
-qmCY1_EGzU,9
-qmCY1_EGzU,30
RYlAJYiaAMo,30
ADa-cArhWFs,30
5vLv22kW04U,28
5vLv22kW04U,29
5vLv22kW04U,30
CLylj22EgS8,5
CLylj22EgS8,30
JW7mio-GRFo,30
JW7mio-GRFo,37
C3wPtKNbAOA,29
C3wPtKNbAOA,30
C3tDEXcerSQ,5
C3tDEXcerSQ,30
KtY27Bmf0Ls,32
KtY27Bmf0Ls,30
xL4wjWV3M7I,30
WA_Dx_q7h6s,5
WA_Dx_q7h6s,30
9IBO9uTZE4I,30
9IBO9uTZE4I,38
1ZvayXSZe-o,29
1ZvayXSZe-o,30
Op7pXurmNk0,34
Op7pXurmNk0,30
wIwNmI3yMUA,30
Aey9iYruhc4,28
Aey9iYruhc4,39
Aey9iYruhc4,30
ACUaQz51acc,28
ACUaQz51acc,30
Cd9hsgtdfSc,33
Cd9hsgtdfSc,30
dFN_zMIPiV8,5
dFN_zMIPiV8,30
NM-t0YghrsM,30
NM-t0YghrsM,37
Zd0gjxDCg1c,29
Zd0gjxDCg1c,30
B8mpLaZsiTg,34
B8mpLaZsiTg,30
T9RlfHYPd2Q,29
T9RlfHYPd2Q,30
Rndh8zBKekE,29
Rndh8zBKekE,30
4trU9W_JFbE,30
AQWBMOTwnjw,30
R3HGX4S-AAY,29
R3HGX4S-AAY,30
r7zvahsXeHo,10
r7zvahsXeHo,11
r7zvahsXeHo,30
SKZgf7g1OQ0,28
SKZgf7g1OQ0,30
EnkBlK0PG7E,28
EnkBlK0PG7E,30
Dx3dkMJKS4M,28
Dx3dkMJKS4M,5
Dx3dkMJKS4M,30
emoCWsd4ygY,5
emoCWsd4ygY,30
YuGv-MhfPeA,5
YuGv-MhfPeA,30
xCUfJPsGjGg,28
xCUfJPsGjGg,29
xCUfJPsGjGg,30
7AQIbGjm2tg,32
7AQIbGjm2tg,30
7AQIbGjm2tg,20
Epln_pwbWu4,33
Epln_pwbWu4,34
Epln_pwbWu4,30
fKw6HS0ljoM,29
fKw6HS0ljoM,30
vQRwX7iTr5M,5
vQRwX7iTr5M,30
QJt4gNvd33E,28
QJt4gNvd33E,30
yMxI-hCTXQk,30
ZzCwthkl1MI,33
ZzCwthkl1MI,30
ntjQizc9Acc,5
ntjQizc9Acc,30
pBtVi6mmoEA,29
pBtVi6mmoEA,30
THWc9PEPrnA,29
THWc9PEPrnA,30
tW7PLJkfOo0,33
tW7PLJkfOo0,34
tW7PLJkfOo0,30
mYQOMAJ0cGk,29
mYQOMAJ0cGk,30
XK_M_GFxWTo,33
XK_M_GFxWTo,11
XK_M_GFxWTo,9
XK_M_GFxWTo,30
ijBzHO9umeo,5
ijBzHO9umeo,30
_74sfuvO8t0,5
_74sfuvO8t0,30
xvGCKEIhoSQ,30
hwdqUzFD7tc,32
hwdqUzFD7tc,30
9Wg4YLtzlAs,28
9Wg4YLtzlAs,29
9Wg4YLtzlAs,32
9Wg4YLtzlAs,30
9Wg4YLtzlAs,4
Eu9gP2uAeTQ,5
Eu9gP2uAeTQ,30
waKmXbxOlpk,9
waKmXbxOlpk,30
UqUVNylLgmo,10
UqUVNylLgmo,30
aWo-ur71zvo,28
aWo-ur71zvo,6
aWo-ur71zvo,30
nWWA12w3IgU,29
nWWA12w3IgU,30
hNUehsz4riA,28
hNUehsz4riA,30
MiUOhPNXOXY,5
MiUOhPNXOXY,30
4zvIhtVkLxM,30
DCF7Q891VEw,29
DCF7Q891VEw,30
id3npsiQBis,30
4qDO7sws-ec,5
4qDO7sws-ec,30
QYil8MJ7-yY,28
QYil8MJ7-yY,30
BQ_XxDAQVDA,30
sORCHhudmhA,5
sORCHhudmhA,30
7HBAplLXy_o,29
7HBAplLXy_o,30
dpP2re-Fg4o,35
dpP2re-Fg4o,30
zbEiLUMZzN0,28
zbEiLUMZzN0,32
zbEiLUMZzN0,30
srUQReqex8g,35
srUQReqex8g,30
inLLM32Sxa0,5
inLLM32Sxa0,11
inLLM32Sxa0,30
pqKaEm108lc,30
7_bIoo3I5q4,5
7_bIoo3I5q4,30
TVoLyAwYxfs,30
Ny4RQSx1x1A,29
Ny4RQSx1x1A,30
Ny4RQSx1x1A,20
7TtauON_pDI,28
7TtauON_pDI,29
7TtauON_pDI,30
1tDP3NxQKKQ,29
1tDP3NxQKKQ,30
nemGLpkGorI,29
nemGLpkGorI,30
0wy2jHIFKEY,5
0wy2jHIFKEY,30
nsJ_2pRG4Dw,35
nsJ_2pRG4Dw,30
X-Fd7NGmJzI,33
X-Fd7NGmJzI,30
rnowO7eG54E,30
Kb0x5C6KGz0,30
BzusqtxvO-g,34
BzusqtxvO-g,30
bU8Ll7xuPAA,28
bU8Ll7xuPAA,29
bU8Ll7xuPAA,30
LhC-h20L4CE,5
LhC-h20L4CE,3
LhC-h20L4CE,30
6KfKcCzXcsU,28
6KfKcCzXcsU,30
TywhZI7XNM0,29
TywhZI7XNM0,30
-flNGCqc1o8,29
-flNGCqc1o8,30
CZlnQXpilPs,32
CZlnQXpilPs,30
Urcpb-r5P6s,29
Urcpb-r5P6s,30
JyuhwwaOOJo,33
JyuhwwaOOJo,30
POcubbhrSxA,30
07mRKADZTOk,29
07mRKADZTOk,30
YLSezk-tIx8,29
YLSezk-tIx8,30
VRk5ZBlvMz8,29
VRk5ZBlvMz8,30
qRVRKdlz4yU,5
qRVRKdlz4yU,30
CmudYZi9Vdk,30
t8nFl0Z4pB0,29
t8nFl0Z4pB0,30
TX6tbkGi6yw,5
TX6tbkGi6yw,1
TX6tbkGi6yw,30
ARZWauHjcqY,29
ARZWauHjcqY,30
vTobZczCqU4,32
vTobZczCqU4,30
_aOoXWdS7O8,34
_aOoXWdS7O8,30
ODqyW05Ao0A,28
ODqyW05Ao0A,30
-iUD8BSdVY8,29
-iUD8BSdVY8,30
ZFwoQQrnkBE,30
h-DIu7WFmQs,29
h-DIu7WFmQs,3
h-DIu7WFmQs,30
4zMArxOZDMs,35
4zMArxOZDMs,30
G3uciJewsV0,33
G3uciJewsV0,34
G3uciJewsV0,30
TH_AZLfL2x8,29
TH_AZLfL2x8,30
_uN3BKaGKZ4,33
_uN3BKaGKZ4,31
_uN3BKaGKZ4,30
qkaEQeFXRA4,30
qkaEQeFXRA4,20
rOrgA-_hk9k,30
ZGCxQPp3SAs,30
r7COBicd7DQ,28
r7COBicd7DQ,30
r7COBicd7DQ,4
ZqYiZQNdJYo,28
ZqYiZQNdJYo,30
