channelId,channelTitle,createdAt,totViews,subscribers,videoCount,topicsIds,topicCat
UC0P9pKFhs9RtrnSoRAj2f_g,MOVIE TART,2024-09-01T23:51:56.370296Z,55125455,83000,85,"/m/02vxn,/m/02jjt,/m/019_rr","https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Lifestyle_(sociology)"
UCJN5ATeKD3XBqc93znZtm4w,Encouraging Inspirational Words,2021-10-09T00:25:32.633795Z,365507385,295000,954,"/m/0f2f9,/m/09kqc,/m/02vxn,/m/02jjt","https://en.wikipedia.org/wiki/Television_program,https://en.wikipedia.org/wiki/Humour,https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment"
UCchBatdUMZoMfJ3rIzgV84g,Viva La Dirt League,2011-08-21T08:29:04Z,4198077667,6730000,2319,"/m/02vxn,/m/02jjt","https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment"
UCNwb4G1bW7PDMTWpA-s-sCA,GCR Designs,2016-04-28T20:36:37Z,205685915,157000,228,"/m/0bzvm2,/m/02ntfj,/m/02vxn,/m/02jjt,/m/025zzc","https://en.wikipedia.org/wiki/Video_game_culture,https://en.wikipedia.org/wiki/Action-adventure_game,https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Action_game"
UCjbeif8Qkf4sVZG0QgY1qHg,Liam Lee,2024-08-21T03:01:18.070295Z,24632233,43000,140,"/m/02vxn,/m/02jjt","https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment"
UCLVBmIrtn7DyTEDeVU3Id5w,Paul Movies House,2024-04-13T03:32:37.454507Z,116906857,59200,405,"/m/02jjt,/m/02vxn,/m/09kqc","https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Humour"
UC2GhJfBa2P3ccu8bu1zRrdw,Kailah,2010-12-20T02:40:16Z,22949069,37100,87,"/m/02vxn,/m/02jjt,/m/0f2f9","https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Television_program"
UCRFSF9WS_g0wqm32kjJ-jNw,jacobweeby,2016-04-13T13:57:08Z,876135898,1480000,638,"/m/02ntfj,/m/025zzc,/m/0bzvm2,/m/09kqc,/m/02jjt,/m/0403l3g","https://en.wikipedia.org/wiki/Action-adventure_game,https://en.wikipedia.org/wiki/Action_game,https://en.wikipedia.org/wiki/Video_game_culture,https://en.wikipedia.org/wiki/Humour,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Role-playing_video_game"
UCQHGL7mNJ1f93WJ8U1wZG-A,Aliska Art ,2021-01-20T23:13:19.621997Z,80187372,234000,483,"/m/02jjt,/m/02vxn","https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Film"
UCObEO7ZvOPP1vbZMW5FkcxQ,Daddy Cooper,2023-09-15T15:00:20.847976Z,79945962,204000,132,"/m/0f2f9,/m/02vxn,/m/02jjt","https://en.wikipedia.org/wiki/Television_program,https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment"
UConDa0_TOYfTDR3SrMTkjfg,Kingsley King,2016-09-25T14:53:30Z,1276705348,1280000,4174,"/m/02vxn,/m/02jjt,/m/0f2f9","https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Television_program"
UCGq6eTi9tSwOoSR3I7iEE5Q,David Lucas,2017-10-24T09:04:44Z,98261128,405000,699,"/m/02vxn,/m/02jjt,/m/09kqc","https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Humour"
UClvGDD_RWs6yfzK8A_6OCMA,Cinematic Vibes,2024-07-22T15:22:41.279273Z,149750195,102000,107,"/m/02vxn,/m/02jjt,/m/0f2f9","https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Television_program"
UCTBrVbt_oMwlfU3FfW772XQ,Jacques Ze Whipper,2010-06-14T16:28:30Z,472558304,1320000,273,"/m/05qjc,/m/09kqc,/m/02vxn,/m/02jjt","https://en.wikipedia.org/wiki/Performing_arts,https://en.wikipedia.org/wiki/Humour,https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment"
UCuaOBHj-80xvM7WHjC5J4Nw,Binge Ma'ampage,2023-10-05T02:41:20.559755Z,1267592229,480000,383,"/m/02vxn,/m/02jjt,/m/0f2f9","https://en.wikipedia.org/wiki/Film,https://en.wikipedia.org/wiki/Entertainment,https://en.wikipedia.org/wiki/Television_program"
