video_index,publishedAt,duration,viewCount,likeCount,commentCount,categoryId,channel_ids.Indice
635,2024-10-08 04:58:15,00:00:15,1069853,22694,3025,17,635
643,2024-10-14 12:05:11,00:00:15,3571336,273885,1850,17,643
699,2024-10-09 07:03:41,00:00:15,676994,19500,790,17,699
704,2024-10-03 22:48:41,00:00:15,3862413,165258,212,17,704
124,2024-10-17 17:15:01,00:00:16,511733,49549,504,1,124
137,2024-10-07 23:56:15,00:00:16,5988633,134413,539,1,137
147,2024-10-06 01:56:28,00:00:16,3754133,80110,505,1,147
324,2024-10-14 21:15:43,00:00:16,753431,58949,26931,28,324
342,2024-10-07 17:49:32,00:00:16,1945356,115169,2527,28,342
363,2024-10-11 08:30:14,00:00:16,7088713,0,326,28,363
507,2024-09-19 01:39:41,00:00:16,45712867,309779,99,28,507
510,2024-10-13 15:55:33,00:00:16,4972389,254199,3387,17,510
534,2024-10-14 00:06:38,00:00:16,982925,23860,354,17,534
548,2024-10-11 09:41:13,00:00:16,1458000,108049,488,17,548
595,2024-10-15 08:30:19,00:00:16,759633,17148,9,17,595
683,2024-10-04 23:29:52,00:00:16,1244964,0,550,17,683
25,2024-10-15 23:51:54,00:00:17,1844262,152737,849,1,25
28,2024-10-15 19:45:00,00:00:17,1549782,142805,1330,1,28
72,2024-10-10 21:42:46,00:00:17,2422686,222127,1235,1,72
315,2024-10-10 06:00:26,00:00:17,12984527,383565,1843,28,315
36,2024-10-08 02:30:34,00:00:18,4685530,308426,1467,1,36
43,2024-10-04 18:53:21,00:00:18,29943572,0,10235,1,43
138,2024-10-10 21:38:55,00:00:18,4930918,141992,714,1,138
155,2024-10-10 14:00:33,00:00:18,6206384,141312,459,1,155
159,2024-10-14 01:53:34,00:00:18,859930,40193,519,1,159
630,2024-10-12 16:00:38,00:00:18,1173785,127967,4236,17,630
633,2024-10-03 00:39:49,00:00:18,17339795,639944,15771,17,633
691,2024-09-30 17:51:29,00:00:18,8569041,300638,2408,17,691
9,2024-10-12 16:58:03,00:00:19,7264269,506616,486,1,9
20,2024-10-14 05:55:09,00:00:19,1797716,150563,1186,1,20
61,2024-10-14 23:15:05,00:00:19,1762401,109764,944,1,61
70,2024-10-12 03:04:18,00:00:19,799607,55591,814,1,70
99,2024-10-16 11:46:59,00:00:19,1019319,0,937,1,99
160,2024-10-15 10:00:20,00:00:19,862381,15398,41,1,160
167,2024-10-11 00:42:58,00:00:19,1843306,118732,521,1,167
331,2024-10-03 21:15:32,00:00:19,4358227,496183,4849,28,331
525,2024-10-17 21:39:24,00:00:19,846186,85871,516,17,331
372,2024-09-19 02:13:49,00:00:19,14173558,454573,670,28,372
378,2024-10-08 14:16:31,00:00:19,6685571,492632,2034,28,378
489,2024-10-06 12:00:11,00:00:19,3903392,155025,1181,28,489
519,2024-10-06 21:28:20,00:00:19,12781116,580922,2005,17,519
527,2024-10-16 17:51:27,00:00:19,806919,63447,1451,17,527
528,2024-10-11 16:05:00,00:00:19,2866229,68728,553,17,528
535,2024-10-13 13:33:37,00:00:19,1039677,65317,148,17,535
569,2024-10-12 23:56:30,00:00:19,715553,30942,235,17,569
570,2024-10-10 20:52:25,00:00:19,13269352,673947,1554,17,570
642,2024-10-17 04:47:59,00:00:19,122352,7153,59,17,642
651,2024-10-08 04:28:15,00:00:19,1294155,26331,551,17,651
665,2024-10-05 15:15:12,00:00:19,1114263,19139,1117,17,665
670,2024-10-14 19:54:45,00:00:19,1358082,66039,239,17,670
672,2024-10-14 03:35:17,00:00:19,493150,38054,380,17,672
19,2024-10-16 15:35:01,00:00:20,2063949,211122,171,1,19
42,2024-10-13 18:00:52,00:00:20,1917678,229022,356,1,42
132,2024-10-08 16:00:02,00:00:20,2485455,138212,1533,1,132
148,2024-10-09 04:46:15,00:00:20,2475666,149837,907,1,148
168,2024-10-15 00:00:23,00:00:20,4979904,190839,427,1,168
327,2024-09-26 09:58:37,00:00:20,1622526,81062,214,28,327
334,2024-10-07 17:42:29,00:00:20,1770009,77454,2656,28,334
516,2024-10-14 00:45:00,00:00:20,3423062,197930,308,17,516
529,2024-10-13 08:39:00,00:00:20,1915291,100819,441,17,529
531,2024-10-04 19:30:11,00:00:20,2106611,129723,311,17,531
539,2024-10-09 23:40:02,00:00:20,1967521,129869,3025,17,539
545,2024-10-09 00:57:50,00:00:20,2373744,88650,3877,17,545
588,2024-10-11 00:05:00,00:00:20,310091,11761,367,17,588
615,2024-10-10 00:08:54,00:00:20,1108882,57034,553,17,615
626,2024-10-06 04:57:36,00:00:20,1546230,132209,200,17,626
675,2024-10-12 11:12:36,00:00:20,1067749,52762,42,17,675
688,2024-10-09 20:34:13,00:00:20,9262509,374395,3648,17,688
213,2024-10-17 18:59:31,00:00:21,201148,9311,1571,20,213
381,2024-09-13 06:03:42,00:00:21,37736397,479418,1185,28,381
538,2024-10-08 02:42:28,00:00:21,3569629,94301,4168,17,538
549,2024-10-11 16:26:03,00:00:21,3952712,90956,188,17,549
676,2024-10-15 00:46:08,00:00:21,258117,4908,348,17,676
543,2024-10-06 07:05:32,00:00:22,7776499,293401,3238,17,543
564,2024-10-11 00:18:17,00:00:22,717420,22355,362,17,564
700,2024-10-03 11:52:36,00:00:22,13356976,404158,2958,17,700
21,2024-10-14 04:38:01,00:00:23,4424577,179872,1218,1,21
50,2024-10-14 22:00:09,00:00:23,1918222,175472,563,1,50
149,2024-10-07 19:00:02,00:00:23,3481569,188110,369,1,149
424,2024-09-30 21:56:44,00:00:23,1376293,31813,274,28,424
500,2024-09-13 07:01:19,00:00:23,2442871,57003,134,28,500
11,2024-10-12 19:00:12,00:00:24,4028198,268651,901,1,11
41,2024-10-14 17:54:39,00:00:24,1228288,50934,209,1,41
589,2024-10-12 01:25:08,00:00:24,608641,32706,213,17,589
656,2024-10-01 16:32:11,00:00:24,11467595,296541,772,17,656
660,2024-10-09 20:07:50,00:00:24,17330969,331477,191,17,660
48,2024-10-13 16:08:54,00:00:25,2055540,188232,2061,1,48
164,2024-10-10 19:51:57,00:00:25,2534788,61637,321,1,164
320,2024-09-29 01:54:47,00:00:25,48548148,669652,5208,28,320
567,2024-10-16 17:00:47,00:00:25,1284809,66175,339,17,567
86,2024-10-12 21:08:46,00:00:26,2755098,150957,338,1,86
396,2024-10-07 23:08:15,00:00:26,7497623,304055,462,28,396
573,2024-10-11 20:45:04,00:00:26,1302410,74228,503,17,573
609,2024-10-08 02:36:38,00:00:26,1407605,74267,1203,17,609
