createdAt,totViews,subscribers,videoCount,channel_ids.Indice,channel_ids.channelId
2022-11-02 02:38:09.388,23639762,351000,58,274,UCRuNOupskvYyQITuirXvmCQ
2023-04-07 21:46:00.909,47714150,433000,149,275,UCeBPTBz1oRnsWsUBnKNNKNw
2014-09-15 00:59:34.000,655345069,1620000,4621,276,UCYdHjl9aX-8Fwyg0OBOL21g
2012-07-17 22:45:36.000,8902165973,29000000,7665,277,UCWOA1ZGywLbqmigxE4Qlvuw
2017-07-14 23:50:32.000,429090315,914000,1996,278,UCq-ZvpCLekNUJpD3iem0zDQ
2013-12-31 00:50:15.000,2821729312,8750000,1608,279,UCDBCCMlFD-hArPbWv38FINA
2011-05-14 11:01:47.000,1486069804,2580000,3283,280,UCO4rvxZ-bJ6uGDeSkMCmzEg
2021-01-19 18:35:30.875,295932704,784000,1842,281,UCA2sMhX7_2RNFVXeaZ9Hyzw
2016-07-01 17:03:46.000,483504421,1370000,1284,282,UCmG2EhfOwSjpPMX4LjGY__A
2024-08-10 17:18:33.227,2767729,371000,4,283,UChK0KzE7fazKdo4IfLBk9RQ
2019-01-09 17:09:05.000,66325438,426000,242,284,UCVUsmF97x4kuhGbBjzl1nVg
2016-01-20 04:18:27.000,4612032783,8000000,3793,285,UCzEy7pi3B7TIS9cn_sdKK9A
2020-12-10 02:24:21.260,211159112,1300000,863,286,UCHyMwXYaw69vtN244TiW2jQ
2016-04-06 02:27:40.000,6750067718,16700000,1793,287,UCVAYy7_zddIx6USjXscV9Vg
2011-08-13 20:42:18.000,1317938429,2860000,1068,288,UCRC6cNamj9tYAO6h_RXd5xA
2017-02-08 04:42:06.000,702556867,2650000,275,289,UCuNgNRHKIiudXKPbTlvh0Pw
2014-12-20 22:34:17.000,1470634312,8140000,647,290,UCt9nYeSz90lnOnaVFjxFJzw
2022-01-05 06:13:09.372,22231461,76600,351,291,UC7OjANppBi8u3yI4dLAtxDg
2022-08-20 20:28:31.216,187217345,450000,660,292,UCOnECY8FBKKPVi5ZsSgXPJA
2016-09-17 06:25:44.000,7212192,83300,205,293,UCMzzjz-hBg1UoywNFSNXdPw
2010-01-05 18:09:56.000,756340671,4590000,1471,294,UCcJL2ld6kxy_nuV1u7PVQ0g
2016-09-15 05:06:15.000,500095021,1640000,2433,295,UC3uOXQfZsAU2NMrZxraw5Aw
2010-03-09 09:03:06.000,115718424,234000,291,296,UCBq8CLRcJN8rgqHOkyL1ozg
2007-05-26 02:56:06.000,1305887222,1760000,7496,297,UCOgaIuQYGr6ow_jbote4BKA
2015-11-29 23:48:09.000,60412760,115000,1120,298,UClaQTfyXUl2CR1HYx0uVnRQ
2008-03-17 00:58:57.000,595056417,2750000,203,299,UClyGlKOhDUooPJFy4v_mqPg
2018-01-23 07:31:49.000,1770787604,9800000,1017,300,UCicx_4RfqfiM07AXLv09Hww
2013-08-30 19:55:55.000,31655572,531000,164,301,UCJEGvSZnQ1pkVfHO8s5G8hA
2020-08-02 15:07:36.927,382168326,598000,1055,302,UCwVJr6R-2Hbezs5Ur4zmcLw
2016-12-09 16:37:45.000,412395798,673000,2190,303,UCulXXKKrC3LjQpxGNPNMFPA
2020-04-05 07:39:05.401,154192668,541000,602,304,UCJf1vgH-DyFff0oC9UOosIA
2014-08-31 01:59:19.000,1413045209,2540000,1968,305,UCj4zC1Hfj-uc90FUXzRamNw
2014-12-09 05:09:36.000,447444603,2420000,912,306,UCC540wcJL0DeQlC8lgUP-XQ
2022-09-20 05:58:54.699,51552459,730000,53,307,UCtwOgy4vDxfGmsHR0YMVufg
2015-12-24 06:02:45.000,263401138,1010000,971,308,UCZ7AeeVbyslLM_8-nVy2B8Q
2022-07-26 20:29:16.904,366146565,281000,147,309,UCqps5ZXGM-kpBoJo-cNMs_Q
2023-03-04 12:14:43.990,14553036,22500,13,310,UCNRj8Ox9M8LFT1d9uGeWhVA
2013-09-22 19:18:22.000,3245517945,5380000,570,311,UCPk2s5c4R_d-EUUNvFFODoA
2021-05-14 23:27:01.702,12784195,16900,12,312,UCd7Ej52S393Mc34mSL0nRcg
2020-02-26 20:20:23.850,1387229542,1440000,2085,313,UCi7wDE2ZTiR5QYYrUY5WhtA
2017-08-01 09:57:04.000,5555666,15300,366,314,UCtGDd-EKik82lWHw-eKSB6w
2024-07-11 18:54:28.451,166404245,295000,118,315,UCytuDduA8lQ8AqmRKk5r2Yg
2014-07-17 22:09:32.000,1194949939,1100000,4198,316,UC4Z8mPYjn6Dhr6n531YDh0Q
2013-04-10 01:50:18.000,3591853244,4740000,1301,317,UCCOrp7GPgZA8EGrbOcIAsyQ
2020-05-18 22:50:46.004,1019369946,1400000,381,318,UCkSVnUZq3q14lVajaQAlLpA
2019-02-16 02:01:25.000,447874414,1170000,218,319,UC51UPs8iqgC6ugVROBcUQEQ
2024-06-30 11:11:10.870,49959292,90000,103,320,UCd48Z0WHd8yKmBVAhkG7dSQ
2023-10-17 23:40:20.609,294764649,402000,209,321,UCCQi3X-PJGmd6DrPN9Rb6iw
2016-01-23 02:37:19.000,1217236061,1420000,237,323,UCUi2SFPyyDNcsH2ZGpHyQIQ
2024-07-28 23:31:49.366,1816996,161000,6,324,UCI5O8NDpvTqd7dHLAcSOIeg
2023-06-22 17:01:37.820,2605524,29700,57,325,UCoaKXKkWgt700_ENDN3PEYw
2015-10-08 23:04:52.000,1202197676,1010000,1988,326,UCZeKXaDbtL2GbfoB8hldseQ
2023-03-30 14:05:28.144,133176807,859000,231,327,UC1Fl1hKcaNsAmwolKq7rHFA
2014-11-09 22:54:10.000,313587120,2470000,204,328,UCy0tKL1T7wFoYcxCe0xjN6Q
2022-11-10 05:40:07.639,3072557304,1230000,1536,329,UCjU7AreEw9dXtCBc1uOpaTg
2022-11-22 16:52:34.990,6481753,12700,138,330,UC-mfn4ibOC5ewLcpmgl0C4g
2020-11-06 19:43:34.596,4504337401,6090000,1500,331,UCE7spuKzxP1k8A-XucxxUAQ
2008-11-25 01:46:52.000,8149491686,15900000,7028,332,UCXuqSBlHAE6Xw-yeJA0Tunw
2021-05-24 08:09:18.941,7757801723,12900000,746,333,UCPx9eXszFK8rkivV7tXZpHA
2023-01-01 08:24:48.636,699636748,1150000,184,334,UCWk_6kgfcNwWbVUdq34QMSg
2015-03-04 00:11:55.000,563165861,6570000,185,335,UCYO_jab_esuFRV4b17AJtAw
2008-03-21 16:25:54.000,4522899378,19600000,1686,336,UCBJycsmduvYEL83R_U4JriQ
2020-10-23 21:42:33.308,1110482336,1890000,829,337,UC6phzNW-jqEZldwJ3BFrWgg
2007-04-26 14:19:27.000,747910784,1310000,1224,338,UCRwczJ_nk1t9IGHyHfHbXRQ
2012-07-23 09:07:54.000,2212627100,8910000,1253,339,UCWFKCr40YwOZQx8FHU_ZqqQ
2021-12-14 13:13:02.854,200550213,209000,140,340,UCaQeRtwWEaCBMaZnH2jEwMw
2017-02-09 15:35:30.000,391774690,936000,228,341,UCrngywJZXtm7k4on53vnpwg
2023-10-15 18:56:33.005,58524971,139000,20,342,UCjxJCfrpA_Mv-In6p42SvQw
2014-10-25 17:40:35.000,5726130,17800,103,343,UCsArRWQNGOhFAzLpKjowJ0g
2015-11-02 16:06:07.000,2452915,28000,264,344,UCxtmlJEOx5PcH701iM3RTeQ
2011-08-14 20:51:02.000,258753321,365000,1528,345,UCnfWi7eVPFm8xGWfBT1zjeQ
2019-10-13 11:51:48.722,751025,23300,256,346,UCSvLdOutljpFydkLq5EVN0g
2011-01-23 02:32:56.000,4930556859,9760000,2915,347,UC_q5WZtFp36adwqhKpZzxwQ
2011-04-20 14:10:24.000,6128709628,19800000,1736,348,UCMiJRAwDNSNzuYeN2uWa0pA
2015-04-26 02:35:30.000,890336358,988000,2195,349,UCBS1NUWY7oC6FFHaXQy4zAA
2014-06-20 06:19:36.000,4186662203,8140000,562,350,UCOOHeyoRZIYI7OIsIhA1vsg
2007-08-05 03:39:45.000,1493198670,5580000,2176,351,UCXGgrKt94gR6lmN4aN3mYTg
2015-11-04 23:44:09.000,372384779,3520000,356,352,UCAwylBbx8RiRD3VsaYdwNTw
2020-02-27 20:43:10.612,1710814462,1320000,804,353,UCPvRdfUooqCf0zPOYvbBzVA
2022-01-25 21:37:52.001,3469266599,4400000,3012,354,UC7bYyWCCCLHDU0ZuNzGNTtg
2007-01-13 13:55:31.000,210876591,1500000,668,355,UC1yNl2E66ZzKApQdRuTQ4tw
2024-09-18 10:41:32.651,8508877,321000,28,356,UCDNPo1xqZK05k_4B41oHtpQ
2018-05-03 21:49:25.000,545838869,1900000,1048,357,UCeeFfhMcJa1kjtfZAGskOCA
2023-07-24 10:45:55.907,157279741,342000,229,358,UCgaGxe-3-LlPPLwelKOUYsA
2006-05-05 21:10:07.000,1839536204,3880000,22806,359,UCOmcA3f_RrH6b9NmcNa4tdg
2017-04-07 20:17:23.000,492904229,3370000,679,360,UCsBjURrPoezykLs9EqgamOA
2012-08-26 22:24:44.000,1139663992,4110000,2334,361,UCkWQ0gDrqOCarmUKmppD7GQ
2009-05-12 04:03:49.000,655753683,2290000,2997,362,UChIs72whgZI9w6d6FhwGGHA
2022-07-04 07:03:47.470,85345429,1050000,820,363,UCrHJcn0pg8FdauI6feC1gGQ
2020-08-05 20:08:01.695,8630029,31700,92,365,UCK6hhqTTTHWoub9SStsdFYg
2013-12-09 00:19:06.000,2606340217,2870000,2933,366,UC6mboRNUSgSjumTsQoRwsVQ
2023-05-02 19:56:20.861,1117268874,2650000,1087,367,UCnQKHXy3642l9hUmZyedkjw
2022-11-26 17:25:35.847,2057251688,3240000,1220,368,UCcWQnkOd-GWPnJRXTK5AXBQ
2011-11-10 21:41:12.000,35842449,178000,5115,369,UCP2gdh7HfjgCoi8lO50dA5w
2013-11-13 05:24:01.000,5987473,30800,325,370,UCC-eP3EYHMwsT1Qpn7zgg4g
2021-03-19 16:19:46.310,110786573,207000,719,371,UCiKNvzMjBFowg5Sj6pevymA
2022-02-14 21:17:37.496,20466826,24200,28,372,UCi70PpB6kKKMvPXkalau2nQ
2014-01-13 00:01:55.000,4770126,16700,146,373,UC5syThgjktDV-C8_vNn0fvA
2014-10-15 23:30:10.000,621305277,1460000,349,374,UCClfFsWcT3N2I7VTXXyt84A
2017-02-06 05:59:45.000,261680136,1160000,669,375,UCRYOj4DmyxhBVrdvbsUwmAA
2022-11-21 07:37:17.782,7338614,11700,109,376,UCDTBGMkDfRYm3dR-GwHOZ2w
2023-11-14 09:21:54.783,828588240,3500000,328,378,UC3-_PHnCTrFcXl5jy9bgFEQ
2019-03-05 16:08:10.000,71696101,432000,233,379,UCEcrRXW3oEYfUctetZTAWLw
2010-03-02 01:37:06.000,165224521,1980000,123,380,UChHxJaKDqH4bOs0pX3hkKnA
2015-11-18 01:39:35.000,271410690,377000,181,381,UCU9tTuv-x1PII3zQiHo6HQA
2021-04-23 21:04:24.564,55419266,868000,142,382,UCG7J20LhUeLl6y_Emi7OJrA
2021-06-29 00:09:48.236,158104237,361000,232,383,UCdZP_6QvuYiHi4yLufgZUNg
2012-01-15 16:40:19.000,890547836,4310000,1259,384,UC0vBXGSyV14uvJ4hECDOl0Q
2018-09-21 19:05:54.000,399981220,1210000,1716,385,UCptwuAv0XQHo1OQUSaO6NHw
2021-03-05 18:02:28.224,149831191,609000,1000,386,UCUyeluBRhGPCW4rPe_UvBZQ
2021-05-16 19:23:13.803,10965165865,18400000,3852,387,UCWrmbQy_KxoBTAHCU7HiErg
2008-09-14 03:41:41.000,572165724,1600000,3987,388,UCiQMYozSSTkJ2twtZM1bG9w
2017-05-24 22:49:47.000,398627806,2740000,151,389,UCf_suVrG2dA5BTjJhNLwthQ
2020-01-24 02:20:03.253,593850034,2310000,902,390,UCdBK94H6oZT2Q7l0-b0xmMg
2013-12-04 16:09:17.000,58668108,580000,47,391,UCI4kahy_vOpM6yvykXCcpOA
2024-01-10 21:46:29.043,1146944,39600,19,392,UC-yRDvpR99LUc5l7i7jLzew
2008-09-27 07:33:54.000,424898552,1250000,1677,393,UCpZy-Hfqcxf-R7nQzlv9Bvw
2006-10-29 09:10:35.000,61357700,299000,752,394,UCzmwnZ_ZElg6kuE6e5QS4pg
2023-10-09 17:11:24.618,84015589,72800,95,395,UCpD1JD5uUDg8vBpLHlXxzwQ
2023-11-20 01:57:21.417,3414730315,7610000,356,396,UC5O1JiK8QpCDtfO4stF2heA
2017-12-09 21:57:54.000,1243688178,443000,1082,397,UCC2lbKruS3-22iTD_1fe_MQ
2010-06-06 10:29:25.000,894158510,2610000,1827,398,UCsNGtpqGsyw0U6qEG-WHadA
2015-01-06 02:18:54.000,108284524,350000,917,399,UCoi3Uk6JtP9QgA5BRwnh6NQ
2015-04-15 23:45:46.000,459385269,8990000,365,400,UCaKZDEMDdQc8t6GzFj1_TDw
2012-07-05 11:59:52.000,177234187,655000,1651,401,UCz6PEeVLG1TL6jMRTvSLm4g
2022-09-04 18:09:13.794,14236992,418000,40,402,UC2Xd-TjJByJyK2w1zNwY0zQ
2009-06-18 20:23:10.000,19760017,214000,217,403,UCoJP9pYqZjiJOlR4UWdPhow
2009-03-11 19:10:04.000,18804208339,32500000,356,404,UCb8vrqP8Z7Oz9ZTYvUtjUHQ
2020-10-19 03:32:23.748,70181399,711000,227,405,UC6biysICWOJ-C3P4Tyeggzg
2017-06-14 17:21:33.000,176889502,688000,634,406,UCvcRA2Hva1lULVf4GCouH8w
2020-02-15 10:49:11.292,27679485,185000,344,407,UCAPHsK1p8ACoaK-Br3nZaqw
2022-10-09 03:51:17.572,264495,12700,9,408,UCl0dAq1S5Pv3cw53nFo_aWg
2016-09-20 08:15:02.000,1394580546,914000,694,409,UCAYmlecATSG0wc5IxsFJSbQ
2013-09-10 05:28:59.000,202899849,914000,1529,410,UCr613nJgA50o8DUUT00qHvw
2006-01-17 03:31:58.000,177213069,566000,1492,411,UCaFGDBmGK_jw66u3av2Ysjw
2019-08-21 20:22:24.000,297399497,628000,326,412,UCKskn9-xxLWkTYl8Ta1c0ng
2024-06-14 07:27:37.269,16684558,19900,86,413,UCZx6VevELRkuTr9iCMqEoUg
2015-05-20 21:41:03.000,419127488,1600000,613,414,UCfOrKQtC1tDfGf_fFVb8pYw
2010-04-22 00:17:45.000,9966976,102000,240,415,UCjEqklvNFQYeqUPEmLY30jg
2006-06-17 05:03:43.000,133977699,780000,475,416,UCR-DXc1voovS8nhAvccRZhg
2017-03-28 11:02:30.000,26166856,185000,185,417,UCXnNibvR_YIdyPs8PZIBoEw
2010-01-24 23:34:11.000,815017722,3830000,1706,418,UChIZGfcnjHI0DG4nweWEduw
2009-02-05 23:32:40.000,269161716,3100000,917,419,UCQSpnDG3YsFNf5-qHocF-WQ
2006-12-26 23:45:35.000,97183681,646000,883,420,UCg6gPGh8HU2U01vaFCAsvmQ
2023-02-10 03:53:24.156,12574198,205000,34,421,UCx6cailiCkg_mlMM7JX5yfA
2015-03-24 01:24:46.000,29662181,501000,721,422,UCYVU6rModlGxvJbszCclGGw
2016-01-11 04:05:49.000,134535515,321000,1396,423,UCkK4Tzb9ieuAhcyWUZnLBBQ
2018-04-21 07:59:29.000,58792799,176000,196,424,UC4YrkpqcIQgE4AU0JrEDy1w
2019-03-21 13:25:59.000,13272410,73700,1073,425,UCiC38Llz5e3qR6EaQAGlWvw
2011-04-19 06:10:57.000,168322290,485000,686,426,UCf-z09Umbl8I21CwMpTLoyQ
2007-11-28 11:11:14.000,30242987,244000,386,427,UC6gARF3ICgaLfs3o2znuqXA
2018-08-17 02:17:45.000,58134853,817000,432,428,UCNzszbnvQeFzObW0ghk0Ckw
2021-08-03 22:11:04.093,37724787,184000,385,429,UCBmhLJgK9sLTXjxKcOHuzlQ
2012-06-03 08:58:56.000,98108579,382000,1633,430,UCd6vEDS3SOhWbXZrxbrf_bw
2009-06-29 12:34:01.000,190134862,654000,863,431,UCEKJKJ3FO-9SFv5x5BzyxhQ
2011-04-03 17:19:11.000,815522165,3380000,4720,432,UCgyqtNWZmIxTx3b6OxTSALw
2014-01-21 21:42:30.000,96570933,259000,2557,433,UCa962e5dqRMO1nUldwaaRMw
2013-08-06 16:20:34.000,20163817,260000,168,434,UCp_5PO66faM4dBFbFFBdPSQ
2020-03-03 13:13:46.937,9405687,15300,696,435,UC9PA83Wm4XJiNOCMiQBV3-g
2009-09-23 00:20:09.000,120713335,274000,1364,436,UClQQoervgLHV2pAOxHJ16NA
2017-12-17 10:00:10.000,42192420,323000,224,437,UCgDqL4yzXb4BflimZaxL4Vg
2006-09-26 16:55:15.000,162948360,573000,1449,438,UCQr41WBbI0oGTsYTm2FB99g
2016-07-28 15:29:28.000,25659055,295000,363,439,UCujr_HrX3ThMb34DV5YXHIg
2016-09-28 03:33:06.000,391617995,726000,4446,440,UCoIXnB865l9Ex9zs4OIXTdQ
2024-01-20 20:07:19.952,691013404,2160000,128,441,UCkz3CAJxsszcjceBW49_QDA
2020-02-26 04:50:32.731,12417010,76800,263,442,UCIJHwsTJyrH4YznoJxZmJHQ
2007-01-24 02:57:07.000,48734990,344000,584,443,UCbRP3c757lWg9M-U7TyEkXA
2014-04-03 03:25:49.000,43769438,315000,371,444,UCySjheRcVJ21B3Jo3HcWMTQ
2013-11-15 01:21:22.000,34181814,213000,584,445,UCRfgHb3W-Nb7uvdX85Bw0AQ
2013-05-18 17:40:43.000,347026098,1790000,935,446,UCuJyaxv7V-HK4_qQzNK_BXQ
2020-06-04 09:46:21.698,36114008,172000,970,447,UCwwuSBYcErVlOpveYubHv4g
2007-06-12 01:43:08.000,413845081,1250000,7147,448,UC8wXC0ZCfGt3HaVLy_fdTQw
2016-06-03 08:40:28.000,598161498,5180000,1007,449,UCMrvLMUITAImCHMOhX88PYQ
2012-06-30 02:43:23.000,271582232,1490000,1583,450,UCvWWf-LYjaujE50iYai8WgQ
2021-10-13 18:50:32.754,11810954,63300,46,451,UC2vBJ4InzgqlrLEpfZFMXaA
2012-07-11 02:39:16.000,121739743,507000,774,452,UC3c8H4Tlnm5M6pXsVMGnmNg
2013-05-26 18:12:56.000,49328707,320000,566,453,UCpENn7TT13Ft1Kk1urXY12g
2014-11-24 16:54:30.000,78967000,307000,1483,454,UCzIO0iX4yKW2P4NkmmKq1PA
2022-04-17 00:36:34.157,3312584372,2570000,1826,455,UCbmOgzvvDg60mXGm9t9Ad5Q
2014-03-11 14:14:03.000,34220253,125000,409,456,UCTIFIULcxN0sh8b3uXgDX6g
2010-12-06 20:09:17.000,1413064508,8050000,2094,457,UCFOSg71CRAJ58IPuV_-jMbw
2009-05-31 15:50:13.000,339996385,1370000,656,458,UC5I2hjZYiW9gZPVkvzM8_Cw
2012-09-28 17:13:20.000,155289887,500000,1960,459,UC2VrA-oteANZQ07TquwBvAQ
2024-03-14 10:19:42.818,36226869,48400,106,460,UCPDMoRSAwvRH4EkdzUwmcNQ
2020-12-17 07:03:49.701,24260973,34900,565,461,UCU67ZTK_52mav3d4gSiMzfQ
2019-11-17 20:43:28.274,68229516,470000,365,462,UC0uAeNHLLuAovOTHI-aOZiQ
2018-11-29 19:56:09.000,88020053,316000,322,463,UCz0zSuukBglV2YwG3_7uKRg
2021-11-29 10:40:01.383,470971341,570000,432,464,UC9MqlzNSrAqRidfDk8wtj8g
2014-09-10 00:29:35.000,193398765,712000,1761,465,UCwdEr_DVvYp6Maf-OTw7z_w
2011-04-21 22:40:07.000,328386898,829000,1319,466,UCdMtxK-E95EbWuhXCOdAXRA
2020-05-25 11:24:32.574,279899008,488000,1824,467,UCT2kPBcD6tXn8TP_aV7BmgA
2023-04-30 02:46:54.339,3307789769,5930000,3189,468,UCaZHhVYgpYX3cIjBV45Nf3Q
2010-01-30 20:58:04.000,136025252,492000,768,469,UCS-WzPVpAAli-1IfEG2lN8A
2020-10-19 18:50:29.566,53514138,259000,1021,470,UCkr6cLAnZiz5NH0NzjNK8rg
2015-04-29 07:26:43.000,312050076,1050000,2168,471,UCI8iQa1hv7oV_Z8D35vVuSg
2006-06-28 18:19:07.000,10411212,94900,280,472,UCE4xstUnu0YmkG-W9_PyYrQ
2024-01-30 20:57:10.880,1823127,59100,29,473,UCfJRkBBiPtKZyZn_3PxWaiQ
2021-01-01 14:22:38.974,50334739,430000,216,474,UCi7eZm4CkFiLEZ4tF4Er4lA
2021-03-02 14:07:38.085,96723952,134000,57,475,UCBqDfuP9ElyPYYXFAXP0d4g
2020-08-10 04:46:26.066,103730310,562000,685,476,UCoZQiN0o7f36H7PaW4fVhFw
2010-03-23 02:59:51.000,63116394,415000,536,477,UCEp20NgOZHmgWdbQdHSxgjw
2010-04-13 20:11:05.000,385862651,3700000,92,478,UCbsfyGlrjrKQC0gbzK0-EiA
2006-02-25 00:42:18.000,54921946,287000,2164,479,UC6tUZA7GiIZPaUu4FQXnFYA
2023-07-31 13:34:27.736,49968704,113000,83,480,UCtakRzTIzY8q7VL3KsT6ArA
2018-05-03 03:55:52.000,24961252,258000,154,481,UCx4MHIcTdwdcmJ5accSDlPA
2012-04-15 06:13:36.000,10086896347,43400000,1386,482,UCECJDeK0MNapZbpaOzxrUPA
2011-10-28 12:26:14.000,27591968,404000,141,483,UCe1Aj6VEO299Yq4WkXdoD3Q
2006-03-25 08:40:34.000,42088788,365000,1884,484,UChAu6Cof9KlfFxSbL9ytosQ
2012-08-30 16:31:00.000,559881921,1510000,945,485,UCj7ML5-da-bCCcHz0ipUmYQ
2021-12-22 00:41:29.506,31750725,269000,131,486,UCgdTVe88YVSrOZ9qKumhULQ
2020-05-24 00:06:57.760,27997125,171000,252,487,UCTjmLCEVb9r1OpFDJMMWyIw
2022-01-06 20:12:11.649,178620668,628000,56,488,UCR4ZpFWX29p4YCajQA5fcfQ
2024-04-18 17:27:48.492,884446088,434000,383,489,UCp1WLdyf-HyM5umAkVyWtIw
2016-05-12 10:18:01.000,1116634548,4840000,919,490,UC1VLQPn9cYSqx8plbk9RxxQ
2019-11-27 10:39:43.324,124690623,252000,1396,491,UCPAljnYqjszV1LGn8pkG0sQ
2013-08-21 20:36:02.000,3590122681,4590000,39317,492,UChDKyKQ59fYz3JO2fl0Z6sg
2014-02-07 12:47:26.000,3485794,13800,56,493,UC0cLA4f-mSqWumlCN62AE1w
2022-01-20 02:05:00.591,50098528,71100,556,494,UCPMIXPIhGp2WJzocPRQiM1w
2017-02-13 05:24:33.000,796986838,918000,415,495,UCOhFXcmfy8T11SgYFIrzY8Q
2007-12-09 17:07:59.000,127230218,1050000,569,496,UCbiGcwDWZjz05njNPrJU7jA
2017-11-23 18:25:27.000,11395762,50200,72,497,UC22g3lO65jiGoCZFRSZo3pQ
2015-11-26 03:20:34.000,33327709,125000,704,498,UCZvtcRxo82A4-7BQ2T8MOAA
2009-05-23 20:52:22.000,1030600017,1720000,633,499,UCSFp_vPjEjMzCBVIgP9TWug
2024-03-08 02:18:54.622,530083686,1740000,391,500,UCVPm82t3yAMQFcg1HXskcqA
2021-02-19 19:54:18.119,3563870652,5360000,550,501,UCWKSMczTMjVjYmTMV4ZUZEQ
2015-10-14 01:31:17.000,236784977,1620000,735,502,UCiIhoHKPMHm0tpga58IBQNQ
2018-05-08 21:27:10.000,394531185,885000,437,503,UC0oI44ZUVCqq4meNOOaKPTQ
2011-07-31 19:05:38.000,3397749777,11500000,3873,504,UCt7sv-NKh44rHAEb-qCCxvA
2022-06-18 01:16:40.480,3346539,63900,90,505,UCQHvopOCTzWApoDBnLj2NCw
2020-09-05 17:11:08.299,4507841717,6770000,1551,506,UCWLu3q9FEmPPYKcUAxKZb2A
2021-01-17 12:37:06.266,52648017,52900,374,507,UCqzgacL7nIySy0KiAQJ7LLA
2022-11-05 18:27:42.545,12468564,73300,230,508,UC1ElwUxgOSHK7ENhTe9tiCA
2022-11-01 23:19:30.985,14181272,16300,1855,509,UCDxhBSgPvrFvyXLdpmygDhg
2021-12-31 18:26:49.455,190779339,298000,777,510,UCvURt1amfXhiH8lwRyGZDLw
2019-08-08 20:20:21.000,658975688,906000,11004,511,UCzRWWsFjqHk1an4OnVPsl9g
2024-05-13 02:54:47.438,220295015,273000,483,513,UCFGBQdzpBoKTPe2NbRGyWBw
2014-12-14 03:07:35.000,10746008828,13400000,42514,514,UCDVYQ4Zhbm3S2dlz7P1GBDg
2023-10-27 02:26:43.702,24037635,18700,115,515,UCGaqvTgdAOhduHop1ALoCEQ
2021-02-08 01:58:36.961,2284151613,2630000,803,516,UChFmE1R8i2unrefvok0YCoQ
2024-08-27 22:35:26.450,10210434,16600,26,517,UClZGwXC47D2SCQIQN9TJw4g
2020-05-15 21:10:55.657,148155649,275000,198,518,UC6zuHOLcKY74-K3kSvrP4zw
2023-09-28 22:41:52.525,106850514,76300,159,519,UCFZ7tUfV-BXWeS7BLTthi_A
2024-03-27 21:53:21.633,694494218,310000,1817,520,UCvHm-lDQEhRJNCd8BdpzDkQ
2019-04-15 19:11:43.000,3148192483,4380000,150,521,UC86mbDclXQeljk975_KZpXg
2024-09-15 15:59:42.919,22187192,315000,30,524,UCg5imEqLU79i9XTOS1NE38g
2010-11-28 00:35:24.000,978635570,1820000,315,526,UCeKOGzYzL2JKUpW1IxS-jCA
2024-03-30 21:47:45.769,175115365,74300,378,527,UCDCBdJ6fZzvbgjN8Vf67xOQ
2006-05-17 17:42:39.000,1027835051,1790000,9381,528,UCE28rwYoaV7jvU6GVzdu_GQ
2024-05-09 04:15:15.351,14929516,17600,112,529,UCoKFBIpf65_knnZyB77Ecwg
2023-04-26 17:40:32.382,63411973,231000,868,530,UCmNMxZqiWk3ZX8SDhSgLHlQ
2014-06-28 22:59:13.000,2212571,17900,84,531,UCEoCW7B1HEK4-uoqzaZ-vvw
2007-10-05 20:59:56.000,5197925673,3080000,12828,532,UCX5qMbq8Y9h9TOdFhKUhkrw
2022-03-20 10:21:56.984,13879731,15800,69,533,UC5HfVz8n-2l0Th4iGgO8Ijg
2021-07-16 03:57:11.997,349290073,538000,9610,534,UCiio0ydw439X13KyZgMIcHw
2022-11-13 13:35:13.572,189842852,257000,632,535,UCybR149vtw40AjiQhvdckXg
2022-12-29 06:36:24.938,60333938,103000,163,536,UCS7dhtzQL6ZRVVUyIXdSfSA
2014-04-01 22:15:52.000,102047007,74600,2322,537,UCBcX4OY-HoPj6hc5-zpkTbw
2012-09-11 03:48:10.000,376276425,1130000,438,538,UCFWAXGzg3lc60ydrrZMGhsA
2023-01-02 23:05:12.991,57094411,63200,547,539,UCHK5Lxx08ba-45zth-xn8sA
2018-01-23 20:32:41.000,20340878700,15800000,46462,540,UCqQo7ewe87aYAe7ub5UqXMw
2006-09-12 03:34:37.000,1424950892,3170000,3903,541,UCZFhj_r-MjoPCFVUo3E1ZRg
2006-12-28 21:29:28.000,1442736372,2000000,3082,542,UCl9E4Zxa8CVr2LBLD0_TaNg
2007-02-26 14:31:42.000,23524997571,14000000,3697,543,UCx18ywTcohtS9lpNXt8noWQ
2019-08-11 19:44:03.000,894554575,821000,362,544,UCy-U026m7Y5VjhhUmXwj-3A
2022-03-13 02:45:47.426,587774151,234000,5132,545,UCdIFTflafikgEEUuKZia3jQ
2011-09-30 17:55:42.000,31129682,27000,178,546,UCSLS1IvI4VKATD_YwfuiIIA
2022-11-10 18:01:05.806,536645449,695000,513,547,UCgm5K42ZzULcqy3enBPip8g
2023-06-23 15:09:08.510,912051268,1830000,428,548,UCi0EzMkJRa9qAM19TAxOCNg
2023-09-26 17:20:04.883,1739634352,4860000,323,549,UCu-g2tqSoHVRx88WnISrOKg
2010-09-22 17:39:42.000,133434028,780000,840,550,UCk9lx4sKRQCDTyXFaouk_vQ
2023-03-30 19:30:54.169,439017212,844000,303,552,UC5QESDRf1F0v1Ig8KHpCVCQ
2015-08-28 21:36:02.000,1243987906,1430000,5265,553,UCWy2Nhg0PGv21NjMFRH7HBw
