createdAt,totViews,subscribers,videoCount,channel_ids.Indice,channel_ids.channelId
2024-09-12 05:34:13.141,24834292,47100,70,63,UCzybe_mMxv848rF6lrrNI2g
2024-08-25 13:43:33.423,15420358,452000,50,64,UCz-OH0v7eBY2-KVPCxHLojg
2022-09-24 16:19:22.651,2124720556,565000,976,65,UC5CYHexPHhBavBtAnVWLQag
2024-07-17 09:20:59.568,120471218,81200,270,66,UC6Ew8hwM-UU2c9Cfv1ODMig
2022-03-09 11:32:11.153,3416990,24700,69,67,UC2dWMpMtdv7gngjY8BPpJLw
2017-10-13 06:16:24.000,54857019,27800,157,68,UCCyMRpic8eTJmtgs3_sBRtA
2020-03-17 09:29:24.303,446231365,2080000,596,69,UC4PQqjGczpgmqbpicKjkwvw
2006-09-19 05:13:01.000,18279611035,18500000,165834,70,UCKy1dAqELo0zrOtPkf0eTMw
2013-11-24 04:29:31.000,264219278,1560000,81,71,UCZft8Ol-dMtguwam7bWItnw
2016-10-10 03:20:50.000,940308854,1020000,1600,72,UCIwth2uQQRZzPKSflSLgk0g
2015-08-24 01:06:16.000,1720532723,4850000,495,73,UCqpNrZf35zrOiK4vzI1v6hw
2024-03-23 11:32:24.263,52784387,39700,319,74,UCBuXWxpjIyvm6MSM5hXMxQA
2024-09-22 13:13:58.440,15479367,13400,36,75,UCojWSp08LqMhqN4-Gn79K4g
2023-10-12 21:03:52.518,83423500,34400,84,76,UCiHkQyzoaCTWFc4Acmpknlg
2024-06-14 04:25:01.534,64176926,50700,219,77,UCGuKDsKoK7aBbYEvXNKp2_g
2021-02-18 21:27:00.385,177112847,179000,56,78,UCbFdKdoZeWd5mh9soNX9I4w
2015-07-10 22:29:25.000,81610548,236000,186,79,UCMEEC8zlPyCbwmtCnlOl1_Q
2013-03-30 04:05:32.000,12260741,19100,192,80,UCng0vTdvLr3u1wuoyfLqaqg
2024-06-27 08:05:55.127,38207335,38300,266,81,UCshvWbtwJ5z8DfRArsxXYyg
2024-05-10 15:23:11.992,309006569,242000,324,82,UCylSSdB9eIs8w-cRtHZMREA
2021-06-17 03:35:22.650,15937280,28800,68,83,UC2ZUcriT2bWaHqhgLIeLLIQ
2024-03-06 08:37:46.608,209885953,180000,382,84,UCtjitZkKk537mAP0v6z9Hng
2024-08-13 04:01:16.737,172053728,123000,174,85,UCw7UAa-27Ne1ps9JUCynZLQ
2023-03-02 03:26:44.978,1650354689,2300000,266,86,UCMh3v4KOrtoDKziO9d2qAHg
2024-04-10 10:37:00.406,166803074,128000,246,87,UCvUcTZ8x4xxE_hM-quyYu6w
2024-05-15 11:47:45.104,25797856,26700,91,88,UCkCfG7i4uTFVp2-mgJmSb0w
2020-02-22 01:40:23.583,99971297,312000,382,89,UCG7BqcsAYc9C75iHMc5iPTA
2006-04-10 22:04:54.000,76169687,48200,99,90,UCxB-FLDInYpclh7C7AT10aw
2024-08-05 12:05:58.086,73058185,77200,155,91,UCIlqd-X929vWZIkMoG3H8Sw
2024-06-14 16:17:49.720,153377929,98400,350,92,UCLBh_2tt_hFdiFekmlI6U2g
2024-07-17 04:51:36.608,269264099,138000,220,93,UCLTL2BJ2h-FkiKfOmFBrYFw
2017-03-08 22:22:15.000,1910210473,6780000,415,94,UC59Ied2j88dZUw7PzJa2-YA
2023-06-01 15:22:21.397,421247462,378000,518,95,UCpMb_pfabjR1BuUMebtM4KQ
2024-07-31 11:02:55.668,86856352,57000,150,96,UCt0PorvEjHk91XbiTg5bH0w
2024-09-10 16:02:27.189,49598562,37900,82,97,UC0b0EiEPwRewGAikHpjYTtA
2016-06-23 03:48:26.000,1959328109,3550000,188,98,UCu2X0reOWT4fYPX3voJ_bmA
2018-09-16 16:21:05.000,7002062868,6350000,3553,99,UCNFT_eq_QCApMEwCACHto9Q
2017-06-27 13:11:35.000,4457145652,7410000,566,100,UCPUBGZvy2t1V5MthV7pjBAA
2018-05-18 07:36:17.000,876392732,1600000,933,101,UCiER8p540j2SosO7OX7E0VA
2014-03-31 23:10:31.000,158328251,150000,331,102,UCaVFKuFQ4ApfwcBr-12sL0A
2017-10-18 04:31:36.000,20867057512,33900000,414,103,UCXbYlU08sOTBktOtjVsvR6w
2019-12-31 13:54:46.624,2021131416,1220000,1566,104,UCjdvPP6bIMctgtP4fa7XXvA
2024-04-16 05:56:04.636,106961767,109000,399,105,UCsAMAOF4AMxFPAdBeiX7h6Q
2024-09-11 11:23:59.933,31501076,16000,85,106,UCx5YHlRtMvg2NgQaQcMUeDQ
2018-02-26 00:02:07.000,2507818684,3600000,792,107,UCCuZ0r9pDMI8DwhtRV1fNhg
2023-06-25 15:16:53.758,163616860,208000,178,108,UCq8e-sbPDisoWAWgv1wdtUA
2023-03-22 01:18:57.894,2064309288,1990000,622,109,UCoJfvP-9f1Ztq_zb-i1TLzA
2024-08-29 18:31:18.753,72944194,60300,82,110,UC8rXxwwIYSk4lfPD_KJmK-A
2023-11-17 00:45:38.879,121638884,739000,15,111,UCLSW8aX9Hhkv9-LpBVRhFbw
2022-10-25 22:09:36.445,990249235,1010000,333,112,UCqcOzx6P_BuF4oyvZsaPunw
2023-10-02 04:29:48.665,27889067,62200,186,113,UCr69YQf6M8yeiYEeGjZ711Q
2017-11-30 22:43:19.000,15085040,23700,260,114,UC1EQXPSyMhU3GVfrsGg9-JA
2022-02-12 10:19:37.276,376966337,310000,352,115,UCHKhGknxUStTRKLXBoXSbNg
2017-01-20 03:10:48.000,3884106103,3660000,1525,116,UCdUl_bahs2CptEdW0us2TRA
2024-07-19 13:17:09.247,70615699,42100,169,117,UCd4R6Gq-yaa1-J1XfYcE-hQ
2024-05-29 00:47:08.811,549323663,362000,245,118,UCzu8CMR8o5vF8yMLSZSkXFg
2023-10-04 13:51:40.974,22974564,25400,100,119,UCoyVbUZN4mYeRhYGlWbKSkw
2024-07-28 13:33:45.252,157158886,134000,157,120,UCjM-M-tIyKvu1TusOohiqTw
2024-09-02 01:51:56.370,55125455,83000,85,121,UC0P9pKFhs9RtrnSoRAj2f_g
2021-10-09 02:25:32.633,365507385,295000,954,122,UCJN5ATeKD3XBqc93znZtm4w
2011-08-21 10:29:04.000,4198077667,6730000,2319,123,UCchBatdUMZoMfJ3rIzgV84g
2016-04-28 22:36:37.000,205685915,157000,228,124,UCNwb4G1bW7PDMTWpA-s-sCA
2024-08-21 05:01:18.070,24632233,43000,140,125,UCjbeif8Qkf4sVZG0QgY1qHg
2024-04-13 05:32:37.454,116906857,59200,405,126,UCLVBmIrtn7DyTEDeVU3Id5w
2010-12-20 03:40:16.000,22949069,37100,87,127,UC2GhJfBa2P3ccu8bu1zRrdw
2016-04-13 15:57:08.000,876135898,1480000,638,128,UCRFSF9WS_g0wqm32kjJ-jNw
2021-01-21 00:13:19.621,80187372,234000,483,129,UCQHGL7mNJ1f93WJ8U1wZG-A
2023-09-15 17:00:20.847,79945962,204000,132,130,UCObEO7ZvOPP1vbZMW5FkcxQ
2016-09-25 16:53:30.000,1276705348,1280000,4174,131,UConDa0_TOYfTDR3SrMTkjfg
2017-10-24 11:04:44.000,98261128,405000,699,132,UCGq6eTi9tSwOoSR3I7iEE5Q
2024-07-22 17:22:41.279,149750195,102000,107,133,UClvGDD_RWs6yfzK8A_6OCMA
2010-06-14 18:28:30.000,472558304,1320000,273,134,UCTBrVbt_oMwlfU3FfW772XQ
2023-10-05 04:41:20.559,1267592229,480000,383,135,UCuaOBHj-80xvM7WHjC5J4Nw
2024-05-02 09:46:05.766,494077297,422000,209,136,UCSLeawJdulNN51ZZE4_YPgg
2015-09-24 21:00:03.000,1665921140,2440000,968,137,UCuALfQGHNTaWvKWzxQX7nKQ
2022-03-07 10:02:28.843,160148135,968000,101,138,UCGBVtwvzxkd2iX4JMaH_4Pg
2023-08-19 02:57:37.456,88519670,226000,217,139,UCtgSvfKUdRiHffYO-MrOczQ
2018-11-26 20:23:43.000,1793193083,2760000,665,140,UC8WUVP4GinwyR1wc5i_dmWQ
2013-08-18 11:28:00.000,32137232,85500,482,141,UCDYspjKOhtvrWXpseQRVnGA
2024-09-10 05:32:54.804,28241147,15300,69,142,UC4ORotFG894o67kkIUdjRkQ
2024-07-09 04:54:15.152,176896229,146000,224,143,UCBaZGdG53JxD-3q2IDpaGJQ
2013-03-29 19:36:48.000,212591683,493000,343,144,UCmXQs4aZSk4eL5MIimvwMVQ
2018-01-30 22:44:36.000,549507710,352000,360,145,UCaamhxAHz15A-Lfe9TO91-g
2015-09-19 05:02:35.000,117422467,283000,766,146,UCTVEKocy0StDHPow7X9QJlQ
2020-11-19 16:31:42.364,265356970,734000,1306,147,UCJlpNLY2NmXRzLM2cWP2FdA
2021-04-27 04:45:20.577,756918538,1240000,750,148,UCTyvyVpWyspz8-anuyXUreA
2007-03-02 20:34:49.000,330350470,532000,7025,149,UC5ujvySyX2svDmsle_--dpA
2024-04-29 08:35:28.838,16397533,121000,169,150,UCp57F5CkOeM18OrlIf_G5Qw
2023-02-19 18:58:59.364,1175792826,976000,1340,151,UCiOAIrsZmYgOd0GA2QKI7wQ
2020-10-18 03:04:45.639,49785583,579000,79,152,UC3B-Mhaj_RqsCoaH7tpsS-Q
2023-07-23 21:10:12.783,118493054,136000,127,153,UC2uqduIrS_NCnYHUEtEyv8g
2013-07-08 17:24:43.000,17943089785,13000000,2759,154,UCJQsW7LeVEIDCEJU47NmXBA
2024-04-30 12:49:34.152,137962811,536000,107,155,UCo5ij6AzLdebmBbqfPIzr8g
2022-07-29 00:01:45.159,32185694,110000,177,156,UCBU1iuJZN6UtBjQcgvuwJ_Q
2024-05-23 06:07:02.406,38722365,21900,103,157,UCKsnrO82MBSKC6nBAgeG77g
2024-09-02 09:18:00.649,13829609,16800,77,158,UCAg8tUv0g5tydmqxPnejz9A
2023-02-16 14:09:09.676,406398177,438000,584,159,UClecvVRSry_L07QSCHK4arg
2024-02-01 06:46:30.139,111739714,377000,149,160,UCmEif6jmFPLsOKJozos7XdQ
2024-04-10 12:31:57.081,194006269,124000,366,161,UC4ZHneTsPc0VeSh-IbI8p_g
2007-03-15 09:42:52.000,181374763,105000,116,162,UCovgFzicwHQXCNRonAoe1aQ
2024-06-25 12:25:11.140,67027026,42200,211,163,UCpfmJn3TfVq3FJ3OctsDEjw
2023-09-01 01:18:24.330,15402580,41400,142,164,UCZg-bcxgD3AEpWfeU47FLqg
2017-02-11 20:50:52.000,606766989,493000,169,165,UC9xGsFc1c5DMSWCBvdiGQ4g
2013-12-13 22:45:53.000,145066825,172000,146,166,UCSoJcY9wS0_L2yWOTWJWV5Q
2018-10-17 17:52:23.000,63544464,29800,55,167,UCdHgqtc0BjWDLVXNeNICAlw
2024-04-30 10:22:34.780,508339885,962000,98,168,UCDq5xAAgPXG9_39ptF3j3Hg
2012-10-11 04:14:03.000,1539241679,3030000,343,169,UCxRGk49YNiW3Cq8s7MGknqw
2024-05-31 21:33:46.781,66153521,112000,31,170,UC6KqYa6wbZho4l81DaLYJ4A
2020-10-17 00:58:04.243,392637954,560000,659,171,UC-r4Tg3nBRALtxJn12fFP_Q
2023-10-12 15:45:52.412,70332324,57600,139,172,UCdiIWLElRVvZc4hDe1CMKAg
2007-01-12 23:55:13.000,305163947,247000,270,173,UCLee_L9mUokkDar6OlCIeTQ
2021-12-15 22:56:18.916,8156374,53100,979,174,UC6Pe-hXQUHvkA_V8H4xSUeQ
2024-06-21 04:42:01.703,147086845,117000,329,175,UCLieTWx74Jty5p3SJAJCxzQ
2021-08-27 21:19:25.681,1305810310,3950000,90,176,UCSb_Sui6FBxVS4_ROsrU_Iw
2006-09-20 08:18:26.000,13985592145,19700000,7065,177,UCa6vGFO9ty8v5KZJXQxdhaw
2010-09-14 02:05:30.000,510171716,652000,156,178,UCEakj6jI7jTklY8uOA4Tpig
2024-08-08 04:57:23.507,192959547,104000,141,179,UCfGksnNNmDKXQPa1Tu8MnOQ
2017-05-14 22:47:13.000,2296670,101000,23,180,UCstQvkv_ZxqPybXHIz_HujA
2015-11-11 08:36:31.000,188990632,133000,640,181,UCQgVN28p4k6yYbEq9n3OnTg
2015-07-20 01:36:49.000,374023264,350000,440,182,UC-fIOAuozqNXLKvfhfTytqw
2023-11-27 13:28:06.289,97914198,48400,214,183,UC9e0qpCqJO8ZStZwCBQNGjA
2024-06-14 10:53:34.154,80614352,81600,217,184,UCr_pNqrGbzmQj5dY6D6VHDQ
2016-10-30 05:28:17.000,8691709,23100,174,185,UCrWb3HFqXR_TCwqwGzjb90A
2019-01-15 14:10:33.000,23396441,78100,1698,186,UCr4rcT2wBfz60SxCM5kyV_w
2024-07-12 13:42:27.882,21266318,22700,182,187,UC6yWIz6-3JsOUAw2HBwup-w
2007-01-02 19:08:34.000,89198900,46600,134,188,UCuyhBZmYTgI9bjWVT-XBmrA
2024-06-05 04:44:48.888,65384826,35800,132,189,UC_MId0OgI4uYYCfU_smoRlA
2021-10-27 21:41:53.993,690083484,995000,71,190,UCMk2R5nz4dO55z4maJ-gmrw
2024-05-14 09:25:13.549,204511287,79400,365,191,UC-dIYwXp7P3wUE5HeLtceZQ
2014-04-15 00:03:51.000,935938201,5130000,237,192,UC7zsxKqd5MicTf4VhS9Y74g
2011-12-26 19:52:28.000,11280789233,12500000,3332,193,UCzY_sIOOHeCobumpqJrjdig
2024-04-12 20:14:58.904,1725352297,990000,523,194,UCqT2dH0cAodHongXFv7wU9Q
2019-07-09 22:31:48.000,3461659559,4780000,1346,195,UC8Bl_sP2qE4c5F9mg1pNWBw
2015-06-14 06:08:03.000,116278105,387000,35,196,UCxW0P1-4PTmZ1-u22kxbMgg
2016-08-05 11:16:16.000,1999052527,2290000,1003,197,UC20LNUoBRKfV22BPh3pTxow
2024-05-22 13:23:04.565,31333343,39400,364,198,UCBiwPX2FFP4lhDdotS5dZdA
2024-08-08 14:37:14.901,14985681,20900,65,199,UCSOZ6u343x8SIXWeMiiEkXw
2011-10-03 19:21:10.000,696751645,5630000,1151,200,UC63anZxfVGHUEmfBAf5w7pw
2018-02-01 22:48:49.000,4755531408,8910000,1129,201,UCh5mLn90vUaB1PbRRx_AiaA
2012-05-26 22:30:52.000,21910351719,37000000,5653,202,UC7_YxT-KID8kRbqZo7MyscQ
2013-09-20 02:44:44.000,66552162,522000,81,203,UCx2StD8gHd_-nRo5z1qcJ8g
2017-07-06 08:35:30.000,11318149469,13000000,2576,204,UCm-X6o81nRsXQTmqpyArkBQ
2018-09-02 17:27:27.000,95832004,475000,1125,205,UCVf5qFhOe0GXGKE8L7fGBVg
2011-09-15 09:05:29.000,16209111304,25900000,1978,206,UCKqH_9mk1waLgBiL2vT5b9g
2012-08-13 22:32:51.000,24022678261,22000000,5119,207,UCzYfz8uibvnB7Yc1LjePi4g
2019-07-27 23:22:19.000,92724383,701000,74,208,UC5sc1ysFs7RfjjEFMuQ3ZQw
2017-04-28 11:17:41.000,2882053456,20200000,242,209,UCooVYzDxdwTtGYAkcPmOgOw
2009-10-18 05:26:28.000,2366362754,5390000,3521,210,UC7trU46U_9XPDtMnDbiDPUQ
2007-01-07 07:33:57.000,448610662,819000,997,211,UCbCQBD9gKSEnNtIqmKY1R3Q
2020-03-19 23:48:34.528,867184367,3190000,792,212,UCzzF1kdBgwv5RB6rbB6kVSA
2006-09-19 19:48:06.000,566838033,1330000,3025,213,UC_ntXHv-XdKCD7CPynVvnQw
2022-10-13 16:44:56.841,468952333,2040000,393,214,UCS99JNYziShf-WZB6GwOwMQ
2023-01-02 19:14:33.792,744002781,3740000,581,215,UClCvmntMJCrerMDSc1WQGNg
2013-08-17 20:47:15.000,587935553,2060000,1833,216,UCqpyFHhE13LsrG5qDknJcFQ
2012-03-16 06:13:21.000,4064881889,10900000,1967,217,UC-g_O9HWb5B0rVDG1hLd5Hw
2016-06-14 10:10:22.000,801376444,2650000,1086,218,UCp1VWSTrt2cUBInkn4dUmDA
2006-03-04 21:27:53.000,363782341,1870000,420,219,UCFXKLSrT-4-Mf5TRqv40rgw
2023-02-23 07:10:16.955,313774635,3780000,270,220,UCWVSknuLPIRVGWf-4bFKT4Q
2015-12-07 19:53:39.000,926152139,2060000,2904,221,UC_TYFButglZuuDbD-0Q_IzQ
2012-11-20 05:42:25.000,337904241,1070000,1447,222,UCrfoHZm9EHP0vtt94xM7p1Q
2012-12-14 01:49:57.000,624140674,1060000,1394,223,UCIVrwudKiOJfM5B6dUH4qPQ
2020-01-01 21:21:42.771,12581173001,8330000,2650,224,UCWBWgCD4oAqT3hUeq40SCUw
2021-03-01 04:01:46.227,252614718,652000,2596,225,UCgfPHIaCoWc8SHDVYH_z9yg
2016-04-18 05:57:43.000,1378920351,4710000,800,226,UCel2B-6wZhvQHRAKXmpm1Ew
2019-10-12 00:25:39.159,275677997,1090000,768,227,UCmY6t25uVbXIDTizjfLBI4Q
2005-12-27 14:18:56.000,3591348254,9610000,6552,228,UCGIY_O-8vW4rfX98KlMkvRg
2020-01-19 23:49:40.738,1210238481,4080000,1189,230,UCjiXtODGCCulmhwypZAWSag
2012-09-28 00:35:21.000,1176256833,3690000,10837,231,UCvqRdlKsE5Q8mf8YXbdIJLw
2020-03-18 20:39:28.699,4400596457,11700000,639,232,UCToxKVrkEuAONR4rFIJ_DyQ
2015-08-04 18:55:32.000,149281543,437000,914,233,UCOFiUtKui6-x4T-J7_DgCag
2023-08-13 23:28:43.727,237961742,865000,530,234,UCyNzZ1wgkOWkzYE0zbs7zhA
2024-09-11 03:34:01.969,3049406,42000,12,235,UCkyRXzzqd2DQVRu4xnc0GnA
2009-09-19 18:46:14.000,650577744,2340000,951,236,UCifRgVk-GEo1_vvf8x53t6A
2022-10-02 02:39:07.239,1959158499,8910000,811,237,UC0eLBYhxW9HC0P9PXQ73mpQ
2014-06-17 01:38:51.000,2927650884,5700000,2674,238,UCZBY6V8Lxmwu8gGRBOyO11w
2022-03-03 19:18:53.297,255154915,888000,381,239,UC7wV9BwhmNksC2VxZbOqiZA
2014-03-07 03:23:53.000,307305807,1360000,931,240,UC7TIkH-0TzhP1EmSD9QN3xw
2018-12-10 02:26:06.000,176998932,2960000,255,241,UC8Z766VdGCg9sSySmeL-APQ
2012-03-16 05:45:52.000,1230993463,3840000,3180,242,UCtMVHI3AJD4Qk4hcbZnI9ZQ
2014-03-03 22:43:19.000,1092987285,2600000,2097,243,UCIa6iQD0ecZols-CUuMdNAw
2015-01-08 01:11:57.000,1560030889,2910000,2803,244,UCaYxyR9mzVlTrOOyZD0XAmA
2012-07-10 12:01:03.000,6975981726,5430000,9112,245,UC9CuvdOVfMPvKCiwdGKL3cQ
2018-08-06 23:40:33.000,94032121,414000,396,246,UCyIjXN5TEaU-LzMT0iQx_ww
2009-07-12 11:02:19.000,534591221,2030000,2064,247,UCzH3H8sRfqH3rEVZcpTV2Cw
2015-07-09 03:29:14.000,292900184,1020000,2184,248,UCVU6tIQ0oeue08KmRJdMIAA
2023-03-19 04:40:52.432,251098861,1050000,350,249,UCnuf06xsaSO8f2svzMENyBw
2018-05-09 00:41:47.000,1156246264,2780000,1248,250,UC3yHtryql8S7y2jukpFsZSg
2023-05-01 19:36:49.797,254952796,770000,535,251,UC69nvMX24BQLrNs9FhQye1A
2009-11-28 03:52:35.000,15738868074,24200000,3616,252,UCke6I9N4KfC968-yRcd5YRg
2006-11-27 03:24:34.000,6352350839,13700000,8675,253,UCpqXJOEqGS-TCnazcHCo0rA
2018-03-13 21:46:15.000,6808637789,16000000,1074,254,UCJZam2u1G0syq3kyqrCXrNw
2013-10-13 11:35:57.000,227149835,776000,703,255,UCtJqaNF7McbeDB1UJZ_nWJg
2010-10-21 18:44:21.000,4033891532,7510000,888,256,UCsvn_Po0SmunchJYOWpOxMg
2020-10-21 19:50:25.358,4448284138,5940000,1933,257,UCvICJHzZEwb_9ckAMohAqzw
2024-05-24 17:01:14.464,1239409936,37100000,232,258,UCozwejESfvl88CBBL0KgEhw
2012-04-10 02:04:29.000,3931899745,8110000,4041,259,UCNvzD7Z-g64bPXxGzaQaa4g
2014-09-27 08:22:50.000,810115946,2950000,906,260,UClOf1XXinvZsy4wKPAkro2A
2015-05-18 15:06:58.000,14382843,138000,637,261,UCOHH-97SBvN58Q6WGOtZOTA
2017-05-29 06:38:04.000,2869206570,6290000,1627,262,UCYn6CZe5UGIyPe9WJb0pTrg
2013-01-24 01:11:09.000,1342669421,5440000,2723,263,UCXBE_QQSZueB8082ml5fslg
2020-03-31 08:20:40.599,409032661,1010000,508,264,UCCo6EC0MOfJSnHbD3LI6iFA
2007-05-08 01:42:34.000,10393912380,16100000,5693,265,UCq6VFHwMzcMXbuKyG7SQYIg
2018-11-05 04:13:49.000,30131394,72800,1311,266,UC-HRN_YjNk-VOo8kD1UoMeg
2014-04-10 04:54:44.000,3529363782,10500000,5154,267,UCxsk7hqE_CwZWGEJEkGanbA
2008-08-25 00:26:44.000,5101819882,15300000,5376,268,UC2wKfjlioOCLP4xQMOWNcgg
2020-03-02 22:57:14.972,2958849315,8130000,1356,269,UCqVCSWnuOSPm26orvNDTuWQ
2011-07-07 23:11:55.000,3163178444,7780000,3634,270,UCJ2ZDzMRgSrxmwphstrm8Ww
2014-11-23 17:57:55.000,572824755,885000,3863,271,UClbllR4Tx-lhYJyrpu1sA4A
2022-07-30 13:17:18.323,8240883,105000,371,273,UCiaJncjYqE_xocX_YXoENxQ
